ContactName,EmailAddress,POAddressLine1,POAddressLine2,POAddressLine3,POAddressLine4,POCity,PORegion,POPostalCode,POCountry,SAAddressLine1,SAAddressLine2,SAAddressLine3,SAAddressLine4,SACity,SARegion,SAPostalCode,SACountry,InvoiceNumber,Reference,InvoiceDate,DueDate,PlannedDate,Total,TaxTotal,InvoiceAmountPaid,InvoiceAmountDue,InventoryItemCode,Description,Quantity,UnitAmount,Discount,LineAmount,AccountCode,TaxType,TaxAmount,TrackingName1,TrackingOption1,TrackingName2,TrackingOption2,Currency,Type,Sent,Status
Tower Travel,administracion2@towertravel.com.ar,Lavalle 462 Piso 4,,,,Buenos Aires,,1047AAJ,Argentina,Lavalle 462 Piso 4,,,,Buenos Aires,,1047AAJ,Argentina,INV-250001-5,,31/01/2025,7/02/2025,,110250.0000,0.0000,0.0000,110250.0000,,WC 2026 ticketsContract 2025-1004FMT ARG & BRA,1.0000,110250.0000,,110250.0000,1010,Tax Exempt,0.0000,,,,,USD,Sales invoice,Unsent,Awaiting Payment
The Blend Group Ltd.,andrew@theblendgroup.com,"Woolyard, Bermondsey Street",,,,London,,SE1 3UD,United Kingdom,,,,,,,,,INV-240753,,22/11/2024,5/05/2025,,7200.0000,0.0000,3675.0000,3525.0000,,M77 1I v 3CDFGH - Top.Cat1,4.0000,850.0000,,3400.0000,1010,Tax Exempt,0.0000,,,,,USD,Sales invoice,Unsent,Awaiting Payment
The Blend Group Ltd.,andrew@theblendgroup.com,"Woolyard, Bermondsey Street",,,,London,,SE1 3UD,United Kingdom,,,,,,,,,INV-240753,,22/11/2024,5/05/2025,,7200.0000,0.0000,3675.0000,3525.0000,,M91 W76 v W78 - Top.Cat1,4.0000,950.0000,,3800.0000,1010,Tax Exempt,0.0000,,,,,USD,Sales invoice,Unsent,Awaiting Payment
The Blend Group Ltd.,andrew@theblendgroup.com,"Woolyard, Bermondsey Street",,,,London,,SE1 3UD,United Kingdom,,,,,,,,,INV-240753,,22/11/2024,5/05/2025,,7200.0000,0.0000,3675.0000,3525.0000,,25% within 5 days after confirmation by email50 % on 03. February 202525 % on 05. May 2025,0,0,,0.0000,,,0.0000,,,,,USD,Sales invoice,Unsent,Awaiting Payment
Tarmo,,,,,,,,,,,,,,,,,,INV-240752,,13/11/2024,31/05/2025,,7500.0000,0.0000,0.0000,7500.0000,,Chelsea vs Fulham Lower Level,3.0000,675.0000,,2025.0000,1023,Tax Exempt,0.0000,,,,,EUR,Sales invoice,Unsent,Awaiting Payment
Tarmo,,,,,,,,,,,,,,,,,,INV-240752,,13/11/2024,31/05/2025,,7500.0000,0.0000,0.0000,7500.0000,,Arsenal vs Ipswich Club Level,3.0000,1250.0000,,3750.0000,1023,Tax Exempt,0.0000,,,,,EUR,Sales invoice,Unsent,Awaiting Payment
Tarmo,,,,,,,,,,,,,,,,,,INV-240752,,13/11/2024,31/05/2025,,7500.0000,0.0000,0.0000,7500.0000,,Manchester United vs Newcastle Museum Pre-Match,3.0000,575.0000,,1725.0000,1023,Tax Exempt,0.0000,,,,,EUR,Sales invoice,Unsent,Awaiting Payment
The Blend Group Ltd.,andrew@theblendgroup.com,"Woolyard, Bermondsey Street",,,,London,,SE1 3UD,United Kingdom,,,,,,,,,INV-240747,,4/11/2024,18/11/2024,,7500.0000,0.0000,3675.0000,3825.0000,,WC26 | M99 - Quarter Final - TopCat.1,6.0000,1250.0000,,7500.0000,1010,Tax Exempt,0.0000,,,,,USD,Sales invoice,Unsent,Awaiting Payment
Tarmo,,,,,,,,,,,,,,,,,,INV-240746,,23/10/2024,31/05/2025,,1100.0000,0.0000,0.0000,1100.0000,,Barcelona – Bayern Munich Cat.Red,2.0000,550.0000,,1100.0000,1023,Tax Exempt,0.0000,,,,,EUR,Sales invoice,Unsent,Awaiting Payment
Roadtrips Inc.,raphael.simoes@roadtrips.com,700-191 Lombard Ave,,,,Winnipeg,Manitoba,R3BOX1,Canada,700-191 Lombard Ave,,,,Winnipeg,Manitoba,R3BOX1,Canada,INV-240739,,9/10/2024,2/03/2026,,785000.0000,0.0000,470985.0000,314015.0000,,Match 01 (Mex) - CAT 3,20.0000,1450.0000,,29000.0000,1010,Tax Exempt,0.0000,,,,,USD,Sales invoice,Unsent,Awaiting Payment
Roadtrips Inc.,raphael.simoes@roadtrips.com,700-191 Lombard Ave,,,,Winnipeg,Manitoba,R3BOX1,Canada,700-191 Lombard Ave,,,,Winnipeg,Manitoba,R3BOX1,Canada,INV-240739,,9/10/2024,2/03/2026,,785000.0000,0.0000,470985.0000,314015.0000,,Match 01 (Mex) - CAT 2,20.0000,1650.0000,,33000.0000,1010,Tax Exempt,0.0000,,,,,USD,Sales invoice,Unsent,Awaiting Payment
Roadtrips Inc.,raphael.simoes@roadtrips.com,700-191 Lombard Ave,,,,Winnipeg,Manitoba,R3BOX1,Canada,700-191 Lombard Ave,,,,Winnipeg,Manitoba,R3BOX1,Canada,INV-240739,,9/10/2024,2/03/2026,,785000.0000,0.0000,470985.0000,314015.0000,,Match 01 (Mex) - CAT 1,20.0000,2500.0000,,50000.0000,1010,Tax Exempt,0.0000,,,,,USD,Sales invoice,Unsent,Awaiting Payment
Roadtrips Inc.,raphael.simoes@roadtrips.com,700-191 Lombard Ave,,,,Winnipeg,Manitoba,R3BOX1,Canada,700-191 Lombard Ave,,,,Winnipeg,Manitoba,R3BOX1,Canada,INV-240739,,9/10/2024,2/03/2026,,785000.0000,0.0000,470985.0000,314015.0000,,Match 01 (Mex) - CAT 1Guaranteed 102-110 / 136-132 / 202-212 / 232-241 / 302-306 / 322-326 Grouping 4s or better,12.0000,3000.0000,,36000.0000,1010,Tax Exempt,0.0000,,,,,USD,Sales invoice,Unsent,Awaiting Payment
Roadtrips Inc.,raphael.simoes@roadtrips.com,700-191 Lombard Ave,,,,Winnipeg,Manitoba,R3BOX1,Canada,700-191 Lombard Ave,,,,Winnipeg,Manitoba,R3BOX1,Canada,INV-240739,,9/10/2024,2/03/2026,,785000.0000,0.0000,470985.0000,314015.0000,,Match 28 (Mex) - CAT 3,10.0000,950.0000,,9500.0000,1010,Tax Exempt,0.0000,,,,,USD,Sales invoice,Unsent,Awaiting Payment
Roadtrips Inc.,raphael.simoes@roadtrips.com,700-191 Lombard Ave,,,,Winnipeg,Manitoba,R3BOX1,Canada,700-191 Lombard Ave,,,,Winnipeg,Manitoba,R3BOX1,Canada,INV-240739,,9/10/2024,2/03/2026,,785000.0000,0.0000,470985.0000,314015.0000,,Match 28 (Mex) - CAT 1,10.0000,1850.0000,,18500.0000,1010,Tax Exempt,0.0000,,,,,USD,Sales invoice,Unsent,Awaiting Payment
Roadtrips Inc.,raphael.simoes@roadtrips.com,700-191 Lombard Ave,,,,Winnipeg,Manitoba,R3BOX1,Canada,700-191 Lombard Ave,,,,Winnipeg,Manitoba,R3BOX1,Canada,INV-240739,,9/10/2024,2/03/2026,,785000.0000,0.0000,470985.0000,314015.0000,,Match 53 (Mex) - CAT 3,10.0000,950.0000,,9500.0000,1010,Tax Exempt,0.0000,,,,,USD,Sales invoice,Unsent,Awaiting Payment
Roadtrips Inc.,raphael.simoes@roadtrips.com,700-191 Lombard Ave,,,,Winnipeg,Manitoba,R3BOX1,Canada,700-191 Lombard Ave,,,,Winnipeg,Manitoba,R3BOX1,Canada,INV-240739,,9/10/2024,2/03/2026,,785000.0000,0.0000,470985.0000,314015.0000,,Match 53 (Mex) - CAT 1,10.0000,1850.0000,,18500.0000,1010,Tax Exempt,0.0000,,,,,USD,Sales invoice,Unsent,Awaiting Payment
Roadtrips Inc.,raphael.simoes@roadtrips.com,700-191 Lombard Ave,,,,Winnipeg,Manitoba,R3BOX1,Canada,700-191 Lombard Ave,,,,Winnipeg,Manitoba,R3BOX1,Canada,INV-240739,,9/10/2024,2/03/2026,,785000.0000,0.0000,470985.0000,314015.0000,,Match 04 (USA) - CAT 2,10.0000,650.0000,,6500.0000,1010,Tax Exempt,0.0000,,,,,USD,Sales invoice,Unsent,Awaiting Payment
Roadtrips Inc.,raphael.simoes@roadtrips.com,700-191 Lombard Ave,,,,Winnipeg,Manitoba,R3BOX1,Canada,700-191 Lombard Ave,,,,Winnipeg,Manitoba,R3BOX1,Canada,INV-240739,,9/10/2024,2/03/2026,,785000.0000,0.0000,470985.0000,314015.0000,,Match 04 (USA) - CAT 1,10.0000,850.0000,,8500.0000,1010,Tax Exempt,0.0000,,,,,USD,Sales invoice,Unsent,Awaiting Payment
Roadtrips Inc.,raphael.simoes@roadtrips.com,700-191 Lombard Ave,,,,Winnipeg,Manitoba,R3BOX1,Canada,700-191 Lombard Ave,,,,Winnipeg,Manitoba,R3BOX1,Canada,INV-240739,,9/10/2024,2/03/2026,,785000.0000,0.0000,470985.0000,314015.0000,,Match 32 (USA) - CAT 2,10.0000,650.0000,,6500.0000,1010,Tax Exempt,0.0000,,,,,USD,Sales invoice,Unsent,Awaiting Payment
Roadtrips Inc.,raphael.simoes@roadtrips.com,700-191 Lombard Ave,,,,Winnipeg,Manitoba,R3BOX1,Canada,700-191 Lombard Ave,,,,Winnipeg,Manitoba,R3BOX1,Canada,INV-240739,,9/10/2024,2/03/2026,,785000.0000,0.0000,470985.0000,314015.0000,,Match 32 (USA) - CAT 1,10.0000,850.0000,,8500.0000,1010,Tax Exempt,0.0000,,,,,USD,Sales invoice,Unsent,Awaiting Payment
Roadtrips Inc.,raphael.simoes@roadtrips.com,700-191 Lombard Ave,,,,Winnipeg,Manitoba,R3BOX1,Canada,700-191 Lombard Ave,,,,Winnipeg,Manitoba,R3BOX1,Canada,INV-240739,,9/10/2024,2/03/2026,,785000.0000,0.0000,470985.0000,314015.0000,,Match 59 (USA) - CAT 2,10.0000,650.0000,,6500.0000,1010,Tax Exempt,0.0000,,,,,USD,Sales invoice,Unsent,Awaiting Payment
Roadtrips Inc.,raphael.simoes@roadtrips.com,700-191 Lombard Ave,,,,Winnipeg,Manitoba,R3BOX1,Canada,700-191 Lombard Ave,,,,Winnipeg,Manitoba,R3BOX1,Canada,INV-240739,,9/10/2024,2/03/2026,,785000.0000,0.0000,470985.0000,314015.0000,,Match 59 (USA) - CAT 1,10.0000,850.0000,,8500.0000,1010,Tax Exempt,0.0000,,,,,USD,Sales invoice,Unsent,Awaiting Payment
Roadtrips Inc.,raphael.simoes@roadtrips.com,700-191 Lombard Ave,,,,Winnipeg,Manitoba,R3BOX1,Canada,700-191 Lombard Ave,,,,Winnipeg,Manitoba,R3BOX1,Canada,INV-240739,,9/10/2024,2/03/2026,,785000.0000,0.0000,470985.0000,314015.0000,,Match 03 (CAN) - CAT 2,10.0000,450.0000,,4500.0000,1010,Tax Exempt,0.0000,,,,,USD,Sales invoice,Unsent,Awaiting Payment
Roadtrips Inc.,raphael.simoes@roadtrips.com,700-191 Lombard Ave,,,,Winnipeg,Manitoba,R3BOX1,Canada,700-191 Lombard Ave,,,,Winnipeg,Manitoba,R3BOX1,Canada,INV-240739,,9/10/2024,2/03/2026,,785000.0000,0.0000,470985.0000,314015.0000,,Match 03 (CAN) - CAT 1,10.0000,650.0000,,6500.0000,1010,Tax Exempt,0.0000,,,,,USD,Sales invoice,Unsent,Awaiting Payment
Roadtrips Inc.,raphael.simoes@roadtrips.com,700-191 Lombard Ave,,,,Winnipeg,Manitoba,R3BOX1,Canada,700-191 Lombard Ave,,,,Winnipeg,Manitoba,R3BOX1,Canada,INV-240739,,9/10/2024,2/03/2026,,785000.0000,0.0000,470985.0000,314015.0000,,Match 27 (CAN) - CAT 2,10.0000,450.0000,,4500.0000,1010,Tax Exempt,0.0000,,,,,USD,Sales invoice,Unsent,Awaiting Payment
Roadtrips Inc.,raphael.simoes@roadtrips.com,700-191 Lombard Ave,,,,Winnipeg,Manitoba,R3BOX1,Canada,700-191 Lombard Ave,,,,Winnipeg,Manitoba,R3BOX1,Canada,INV-240739,,9/10/2024,2/03/2026,,785000.0000,0.0000,470985.0000,314015.0000,,Match 27 (CAN) - CAT 1,10.0000,650.0000,,6500.0000,1010,Tax Exempt,0.0000,,,,,USD,Sales invoice,Unsent,Awaiting Payment
Roadtrips Inc.,raphael.simoes@roadtrips.com,700-191 Lombard Ave,,,,Winnipeg,Manitoba,R3BOX1,Canada,700-191 Lombard Ave,,,,Winnipeg,Manitoba,R3BOX1,Canada,INV-240739,,9/10/2024,2/03/2026,,785000.0000,0.0000,470985.0000,314015.0000,,Match 51 (CAN) - CAT 2,10.0000,450.0000,,4500.0000,1010,Tax Exempt,0.0000,,,,,USD,Sales invoice,Unsent,Awaiting Payment
Roadtrips Inc.,raphael.simoes@roadtrips.com,700-191 Lombard Ave,,,,Winnipeg,Manitoba,R3BOX1,Canada,700-191 Lombard Ave,,,,Winnipeg,Manitoba,R3BOX1,Canada,INV-240739,,9/10/2024,2/03/2026,,785000.0000,0.0000,470985.0000,314015.0000,,Match 51 (CAN) - CAT 1,10.0000,650.0000,,6500.0000,1010,Tax Exempt,0.0000,,,,,USD,Sales invoice,Unsent,Awaiting Payment
Roadtrips Inc.,raphael.simoes@roadtrips.com,700-191 Lombard Ave,,,,Winnipeg,Manitoba,R3BOX1,Canada,700-191 Lombard Ave,,,,Winnipeg,Manitoba,R3BOX1,Canada,INV-240739,,9/10/2024,2/03/2026,,785000.0000,0.0000,470985.0000,314015.0000,,Match 73 - CAT 1,10.0000,900.0000,,9000.0000,1010,Tax Exempt,0.0000,,,,,USD,Sales invoice,Unsent,Awaiting Payment
Roadtrips Inc.,raphael.simoes@roadtrips.com,700-191 Lombard Ave,,,,Winnipeg,Manitoba,R3BOX1,Canada,700-191 Lombard Ave,,,,Winnipeg,Manitoba,R3BOX1,Canada,INV-240739,,9/10/2024,2/03/2026,,785000.0000,0.0000,470985.0000,314015.0000,,Match 79 - CAT 1,20.0000,900.0000,,18000.0000,1010,Tax Exempt,0.0000,,,,,USD,Sales invoice,Unsent,Awaiting Payment
Roadtrips Inc.,raphael.simoes@roadtrips.com,700-191 Lombard Ave,,,,Winnipeg,Manitoba,R3BOX1,Canada,700-191 Lombard Ave,,,,Winnipeg,Manitoba,R3BOX1,Canada,INV-240739,,9/10/2024,2/03/2026,,785000.0000,0.0000,470985.0000,314015.0000,,Match 89 - CAT 1,10.0000,750.0000,,7500.0000,1010,Tax Exempt,0.0000,,,,,USD,Sales invoice,Unsent,Awaiting Payment
Roadtrips Inc.,raphael.simoes@roadtrips.com,700-191 Lombard Ave,,,,Winnipeg,Manitoba,R3BOX1,Canada,700-191 Lombard Ave,,,,Winnipeg,Manitoba,R3BOX1,Canada,INV-240739,,9/10/2024,2/03/2026,,785000.0000,0.0000,470985.0000,314015.0000,,Match 90 - CAT 1,10.0000,750.0000,,7500.0000,1010,Tax Exempt,0.0000,,,,,USD,Sales invoice,Unsent,Awaiting Payment
Roadtrips Inc.,raphael.simoes@roadtrips.com,700-191 Lombard Ave,,,,Winnipeg,Manitoba,R3BOX1,Canada,700-191 Lombard Ave,,,,Winnipeg,Manitoba,R3BOX1,Canada,INV-240739,,9/10/2024,2/03/2026,,785000.0000,0.0000,470985.0000,314015.0000,,Match 91 - CAT 1,10.0000,750.0000,,7500.0000,1010,Tax Exempt,0.0000,,,,,USD,Sales invoice,Unsent,Awaiting Payment
Roadtrips Inc.,raphael.simoes@roadtrips.com,700-191 Lombard Ave,,,,Winnipeg,Manitoba,R3BOX1,Canada,700-191 Lombard Ave,,,,Winnipeg,Manitoba,R3BOX1,Canada,INV-240739,,9/10/2024,2/03/2026,,785000.0000,0.0000,470985.0000,314015.0000,,Match 92 - CAT 1,20.0000,750.0000,,15000.0000,1010,Tax Exempt,0.0000,,,,,USD,Sales invoice,Unsent,Awaiting Payment
Roadtrips Inc.,raphael.simoes@roadtrips.com,700-191 Lombard Ave,,,,Winnipeg,Manitoba,R3BOX1,Canada,700-191 Lombard Ave,,,,Winnipeg,Manitoba,R3BOX1,Canada,INV-240739,,9/10/2024,2/03/2026,,785000.0000,0.0000,470985.0000,314015.0000,,Match 93 - CAT 1,10.0000,750.0000,,7500.0000,1010,Tax Exempt,0.0000,,,,,USD,Sales invoice,Unsent,Awaiting Payment
Roadtrips Inc.,raphael.simoes@roadtrips.com,700-191 Lombard Ave,,,,Winnipeg,Manitoba,R3BOX1,Canada,700-191 Lombard Ave,,,,Winnipeg,Manitoba,R3BOX1,Canada,INV-240739,,9/10/2024,2/03/2026,,785000.0000,0.0000,470985.0000,314015.0000,,Match 94 - CAT 1,10.0000,750.0000,,7500.0000,1010,Tax Exempt,0.0000,,,,,USD,Sales invoice,Unsent,Awaiting Payment
Roadtrips Inc.,raphael.simoes@roadtrips.com,700-191 Lombard Ave,,,,Winnipeg,Manitoba,R3BOX1,Canada,700-191 Lombard Ave,,,,Winnipeg,Manitoba,R3BOX1,Canada,INV-240739,,9/10/2024,2/03/2026,,785000.0000,0.0000,470985.0000,314015.0000,,Match 95 - CAT 1,10.0000,750.0000,,7500.0000,1010,Tax Exempt,0.0000,,,,,USD,Sales invoice,Unsent,Awaiting Payment
Roadtrips Inc.,raphael.simoes@roadtrips.com,700-191 Lombard Ave,,,,Winnipeg,Manitoba,R3BOX1,Canada,700-191 Lombard Ave,,,,Winnipeg,Manitoba,R3BOX1,Canada,INV-240739,,9/10/2024,2/03/2026,,785000.0000,0.0000,470985.0000,314015.0000,,Match 96 - CAT 1,10.0000,750.0000,,7500.0000,1010,Tax Exempt,0.0000,,,,,USD,Sales invoice,Unsent,Awaiting Payment
Roadtrips Inc.,raphael.simoes@roadtrips.com,700-191 Lombard Ave,,,,Winnipeg,Manitoba,R3BOX1,Canada,700-191 Lombard Ave,,,,Winnipeg,Manitoba,R3BOX1,Canada,INV-240739,,9/10/2024,2/03/2026,,785000.0000,0.0000,470985.0000,314015.0000,,Match 97 - CAT 1,10.0000,1000.0000,,10000.0000,1010,Tax Exempt,0.0000,,,,,USD,Sales invoice,Unsent,Awaiting Payment
Roadtrips Inc.,raphael.simoes@roadtrips.com,700-191 Lombard Ave,,,,Winnipeg,Manitoba,R3BOX1,Canada,700-191 Lombard Ave,,,,Winnipeg,Manitoba,R3BOX1,Canada,INV-240739,,9/10/2024,2/03/2026,,785000.0000,0.0000,470985.0000,314015.0000,,Match 98 - CAT 1,10.0000,1000.0000,,10000.0000,1010,Tax Exempt,0.0000,,,,,USD,Sales invoice,Unsent,Awaiting Payment
Roadtrips Inc.,raphael.simoes@roadtrips.com,700-191 Lombard Ave,,,,Winnipeg,Manitoba,R3BOX1,Canada,700-191 Lombard Ave,,,,Winnipeg,Manitoba,R3BOX1,Canada,INV-240739,,9/10/2024,2/03/2026,,785000.0000,0.0000,470985.0000,314015.0000,,Match 99 - CAT 1,10.0000,1000.0000,,10000.0000,1010,Tax Exempt,0.0000,,,,,USD,Sales invoice,Unsent,Awaiting Payment
Roadtrips Inc.,raphael.simoes@roadtrips.com,700-191 Lombard Ave,,,,Winnipeg,Manitoba,R3BOX1,Canada,700-191 Lombard Ave,,,,Winnipeg,Manitoba,R3BOX1,Canada,INV-240739,,9/10/2024,2/03/2026,,785000.0000,0.0000,470985.0000,314015.0000,,Match 101 - CAT 3,10.0000,1250.0000,,12500.0000,1010,Tax Exempt,0.0000,,,,,USD,Sales invoice,Unsent,Awaiting Payment
Roadtrips Inc.,raphael.simoes@roadtrips.com,700-191 Lombard Ave,,,,Winnipeg,Manitoba,R3BOX1,Canada,700-191 Lombard Ave,,,,Winnipeg,Manitoba,R3BOX1,Canada,INV-240739,,9/10/2024,2/03/2026,,785000.0000,0.0000,470985.0000,314015.0000,,Match 101 - CAT 1,20.0000,2450.0000,,49000.0000,1010,Tax Exempt,0.0000,,,,,USD,Sales invoice,Unsent,Awaiting Payment
Roadtrips Inc.,raphael.simoes@roadtrips.com,700-191 Lombard Ave,,,,Winnipeg,Manitoba,R3BOX1,Canada,700-191 Lombard Ave,,,,Winnipeg,Manitoba,R3BOX1,Canada,INV-240739,,9/10/2024,2/03/2026,,785000.0000,0.0000,470985.0000,314015.0000,,Match 102 - CAT 3,10.0000,1150.0000,,11500.0000,1010,Tax Exempt,0.0000,,,,,USD,Sales invoice,Unsent,Awaiting Payment
Roadtrips Inc.,raphael.simoes@roadtrips.com,700-191 Lombard Ave,,,,Winnipeg,Manitoba,R3BOX1,Canada,700-191 Lombard Ave,,,,Winnipeg,Manitoba,R3BOX1,Canada,INV-240739,,9/10/2024,2/03/2026,,785000.0000,0.0000,470985.0000,314015.0000,,Match 102 - CAT 1,20.0000,2350.0000,,47000.0000,1010,Tax Exempt,0.0000,,,,,USD,Sales invoice,Unsent,Awaiting Payment
Roadtrips Inc.,raphael.simoes@roadtrips.com,700-191 Lombard Ave,,,,Winnipeg,Manitoba,R3BOX1,Canada,700-191 Lombard Ave,,,,Winnipeg,Manitoba,R3BOX1,Canada,INV-240739,,9/10/2024,2/03/2026,,785000.0000,0.0000,470985.0000,314015.0000,,Match 104 - CAT 3,10.0000,4000.0000,,40000.0000,1010,Tax Exempt,0.0000,,,,,USD,Sales invoice,Unsent,Awaiting Payment
Roadtrips Inc.,raphael.simoes@roadtrips.com,700-191 Lombard Ave,,,,Winnipeg,Manitoba,R3BOX1,Canada,700-191 Lombard Ave,,,,Winnipeg,Manitoba,R3BOX1,Canada,INV-240739,,9/10/2024,2/03/2026,,785000.0000,0.0000,470985.0000,314015.0000,,Match 104 - CAT 2,10.0000,4500.0000,,45000.0000,1010,Tax Exempt,0.0000,,,,,USD,Sales invoice,Unsent,Awaiting Payment
Roadtrips Inc.,raphael.simoes@roadtrips.com,700-191 Lombard Ave,,,,Winnipeg,Manitoba,R3BOX1,Canada,700-191 Lombard Ave,,,,Winnipeg,Manitoba,R3BOX1,Canada,INV-240739,,9/10/2024,2/03/2026,,785000.0000,0.0000,470985.0000,314015.0000,,Match 104 - CAT 1,8.0000,7500.0000,,60000.0000,1010,Tax Exempt,0.0000,,,,,USD,Sales invoice,Unsent,Awaiting Payment
Roadtrips Inc.,raphael.simoes@roadtrips.com,700-191 Lombard Ave,,,,Winnipeg,Manitoba,R3BOX1,Canada,700-191 Lombard Ave,,,,Winnipeg,Manitoba,R3BOX1,Canada,INV-240739,,9/10/2024,2/03/2026,,785000.0000,0.0000,470985.0000,314015.0000,,Match 104 - CAT 1Guaranteed 109-117 / 134-143 / 210-217 / 235-243Grouping 4s or better,12.0000,9458.3330,,113500.0000,1010,Tax Exempt,0.0000,,,,,USD,Sales invoice,Unsent,Awaiting Payment
Tarmo,,,,,,,,,,,,,,,,,,INV-240734,,12/09/2024,31/05/2025,,1980.0000,0.0000,0.0000,1980.0000,,Liverpool FC vs Notting Forest,4.0000,495.0000,,1980.0000,1023,Tax Exempt,0.0000,,,,,EUR,Sales invoice,Unsent,Awaiting Payment
Touchpoint Incentive sp. z o.o.,a.singh@touchpoint-incentive.pl,ul. Truskawiecka 1,,,,Poznań,,60-478,Poland,,,,,,,,,,,3/04/2024,,,1450.0000,0.0000,0.0000,215.0000,,INWARD REMITTANCETT REF: H01404036199794 EUR 7225 TOUCHPOINT INCENT IVE SPOLKA Z OGRAN /ROC/2403290868999584/URI/INV-2 40 102 25-148945386-1-151 - AE0635265,1.0000,1450.0000,,1450.0000,5320,Tax Exempt,0.0000,,,,,EUR,Sales overpayment,,Awaiting Payment
Mirra Sportevents BV,janine@mirra-sportevents.nl,Park Broekheurne 1,,,,Enschede,,7544NK,Netherlands,Park Broekheurne 1,,,,Enschede,,7544NK,Netherlands,,,19/04/2024,,,2.5000,0.0000,0.0000,2.5000,,INV-230006,1.0000,2.5000,,2.5000,5320,Tax Exempt,0.0000,,,,,EUR,Sales overpayment,,Awaiting Payment
KALINKA Operadora Hotelera S.A. de CV,reservaciones@kalinka.mx,Av. del Bosque mza 8 lote 13 inter 4,"Sm 43 Pedregal del Bosque,",,,Cancun,,CP 77506,Mexico,Av. del Bosque mza 8 lote 13 inter 4,"Sm 43 Pedregal del Bosque,",,,Cancun,,CP 77506,Mexico,,Cancelled INV-240005,16/01/2024,,,295.0000,0.0000,0.0000,295.0000,,Payment for INV-240005,1.0000,295.0000,,295.0000,5320,Tax Exempt,0.0000,,,,,EUR,Sales overpayment,,Awaiting Payment
